OrderId,Return_reason
OR-047653,Item not as described
OR-026142,Damaged item
OR-106156,Delayed delivery
OR-067120,Damaged item
OR-052781,Damaged item
OR-107317,Delayed delivery
OR-065671,Delayed delivery
OR-022174,Product no longer wanted
OR-122087,Damaged item
OR-009010,No longer needed
OR-032038,Delayed delivery
OR-035671,Poor customer service
OR-058846,Changed mind
OR-103002,Better price found elsewhere
OR-100007,Changed mind
OR-115613,Delayed delivery
OR-009525,Product no longer wanted
OR-028393,Changed mind
OR-085626,Delayed delivery
OR-042937,Poor customer service
OR-096162,No longer needed
OR-082739,Received wrong quantity
OR-092884,Better price found elsewhere
OR-021151,Better price found elsewhere
OR-058538,Incorrect item shipped
OR-092441,Poor customer service
OR-065490,No longer needed
OR-074020,Delayed delivery
OR-097199,Incorrect item shipped
OR-032033,Delayed delivery
OR-005632,No longer needed
OR-037796,Damaged item
OR-106552,Incorrect item shipped
OR-095132,Incorrect item shipped
OR-083109,Incorrect item shipped
OR-037355,Item not as described
OR-015620,Incorrect item shipped
OR-006993,Damaged item
OR-068493,Product no longer wanted
OR-061424,Damaged item
OR-106352,Poor customer service
OR-024166,Changed mind
OR-012594,Item not as described
OR-048024,Poor customer service
OR-001979,Incorrect item shipped
OR-022926,Damaged item
OR-122669,Incorrect item shipped
OR-122866,Damaged item
OR-062377,Delayed delivery
OR-055543,Product no longer wanted
OR-087189,Delayed delivery
OR-003798,Delayed delivery
OR-008031,Product no longer wanted
OR-050549,Item not as described
OR-072193,Delayed delivery
OR-125320,Damaged item
OR-102307,Incorrect item shipped
OR-021128,Incorrect item shipped
OR-041426,Better price found elsewhere
OR-081104,Damaged item
OR-045914,Better price found elsewhere
OR-046928,Received wrong quantity
OR-047854,Received wrong quantity
OR-081873,No longer needed
OR-060382,Poor customer service
OR-052552,Poor customer service
OR-008421,Received wrong quantity
OR-075984,Delayed delivery
OR-091844,Better price found elsewhere
OR-062443,Better price found elsewhere
OR-084179,Product no longer wanted
OR-024784,Changed mind
OR-062741,Received wrong quantity
OR-066764,Received wrong quantity
OR-024898,Delayed delivery
OR-013165,Better price found elsewhere
OR-015812,Item not as described
OR-045739,Item not as described
OR-009742,Damaged item
OR-043760,Product no longer wanted
OR-030488,No longer needed
OR-040354,Delayed delivery
OR-064986,No longer needed
OR-092013,Delayed delivery
OR-097006,Poor customer service
OR-004277,Changed mind
OR-010640,Product no longer wanted
OR-111911,Item not as described
OR-034668,No longer needed
OR-012026,Better price found elsewhere
OR-007870,Incorrect item shipped
OR-113243,Item not as described
OR-061944,Received wrong quantity
OR-100245,Damaged item
OR-031488,Better price found elsewhere
OR-083954,Poor customer service
OR-105983,Item not as described
OR-078286,Better price found elsewhere
OR-107887,Poor customer service
OR-087832,Poor customer service
OR-066719,Item not as described
OR-025302,Changed mind
OR-077280,Product no longer wanted
OR-046031,Item not as described
OR-117787,Poor customer service
OR-105319,Better price found elsewhere
OR-058004,Damaged item
OR-072594,Changed mind
OR-048140,Damaged item
OR-080093,No longer needed
OR-057815,Received wrong quantity
OR-003784,Changed mind
OR-026765,Better price found elsewhere
OR-014513,No longer needed
OR-120820,No longer needed
OR-053370,Damaged item
OR-011908,Delayed delivery
OR-022399,Changed mind
OR-096530,Delayed delivery
OR-006917,Item not as described
OR-090021,Delayed delivery
OR-072512,Incorrect item shipped
OR-089720,Poor customer service
OR-107469,Product no longer wanted
OR-079448,Changed mind
OR-120147,Damaged item
OR-103574,Delayed delivery
OR-119291,Incorrect item shipped
OR-113500,No longer needed
OR-048500,Better price found elsewhere
OR-010272,Incorrect item shipped
OR-106348,Product no longer wanted
OR-085817,Better price found elsewhere
OR-097041,No longer needed
OR-078931,Poor customer service
OR-120858,No longer needed
OR-093335,No longer needed
OR-017524,Changed mind
OR-007459,Item not as described
OR-091622,Delayed delivery
OR-058476,Changed mind
OR-117125,No longer needed
OR-116628,No longer needed
OR-034678,Incorrect item shipped
OR-000416,Incorrect item shipped
OR-115674,Received wrong quantity
OR-099980,Item not as described
OR-061885,Delayed delivery
OR-014556,Poor customer service
OR-078315,Damaged item
OR-108792,No longer needed
OR-017860,Item not as described
OR-040873,Better price found elsewhere
OR-098104,Received wrong quantity
OR-119428,Received wrong quantity
OR-009137,No longer needed
OR-033519,Received wrong quantity
OR-059688,Product no longer wanted
OR-045405,Product no longer wanted
OR-031857,Delayed delivery
OR-054821,Received wrong quantity
OR-113250,Product no longer wanted
OR-109720,Item not as described
OR-050003,Delayed delivery
OR-101213,Received wrong quantity
OR-022680,Product no longer wanted
OR-011864,Changed mind
OR-084207,Better price found elsewhere
OR-017460,No longer needed
OR-070953,Product no longer wanted
OR-068929,Product no longer wanted
OR-064251,Changed mind
OR-027940,Received wrong quantity
OR-103539,Item not as described
OR-089056,Changed mind
OR-060452,Item not as described
OR-031216,No longer needed
OR-101171,Better price found elsewhere
OR-044548,No longer needed
OR-011883,No longer needed
OR-023783,Incorrect item shipped
OR-029203,Received wrong quantity
OR-105546,Item not as described
OR-017277,Received wrong quantity
OR-034625,No longer needed
OR-087818,Received wrong quantity
OR-048657,Better price found elsewhere
OR-049633,No longer needed
OR-052514,Damaged item
OR-071071,No longer needed
OR-078753,Item not as described
OR-068829,Better price found elsewhere
OR-055911,Received wrong quantity
OR-093189,Delayed delivery
OR-125227,Product no longer wanted
OR-028511,Damaged item
OR-081721,Product no longer wanted
OR-006877,Damaged item
OR-004090,Received wrong quantity
OR-095295,No longer needed
OR-074281,Incorrect item shipped
OR-108655,Received wrong quantity
OR-053348,Damaged item
OR-086237,Received wrong quantity
OR-125729,Changed mind
OR-106450,Damaged item
OR-020426,Product no longer wanted
OR-004347,Better price found elsewhere
OR-075220,Damaged item
OR-075843,Poor customer service
OR-087405,No longer needed
OR-125981,Received wrong quantity
OR-067408,Changed mind
OR-056540,Item not as described
OR-089920,Better price found elsewhere
OR-059685,Product no longer wanted
OR-079157,Damaged item
OR-063636,Product no longer wanted
OR-084329,Changed mind
OR-126066,Product no longer wanted
OR-004158,Item not as described
OR-037971,Received wrong quantity
OR-107061,Better price found elsewhere
OR-013374,Product no longer wanted
OR-040721,Received wrong quantity
OR-037406,Damaged item
OR-077653,Product no longer wanted
OR-125287,Damaged item
OR-027779,Poor customer service
OR-067103,Poor customer service
OR-018430,Incorrect item shipped
OR-059061,Incorrect item shipped
OR-015832,No longer needed
OR-113956,Received wrong quantity
OR-006508,Item not as described
OR-091612,Better price found elsewhere
OR-001182,Delayed delivery
OR-080009,Delayed delivery
OR-058444,Damaged item
OR-014854,Changed mind
OR-119476,Item not as described
OR-105907,Poor customer service
OR-112314,No longer needed
OR-016364,Delayed delivery
OR-083077,Product no longer wanted
OR-001712,Received wrong quantity
OR-065445,Item not as described
OR-088158,Damaged item
OR-093443,Damaged item
OR-004453,Product no longer wanted
OR-101000,Product no longer wanted
OR-101993,Poor customer service
OR-023892,Better price found elsewhere
OR-096386,Incorrect item shipped
OR-104636,Item not as described
OR-107809,Damaged item
OR-057385,Incorrect item shipped
OR-104928,Received wrong quantity
OR-094520,Changed mind
OR-023433,Received wrong quantity
OR-027260,Product no longer wanted
OR-022097,Better price found elsewhere
OR-118313,Item not as described
OR-023404,Poor customer service
OR-049449,No longer needed
OR-002475,Damaged item
OR-119847,Product no longer wanted
OR-062695,Item not as described
OR-063377,Item not as described
OR-039360,No longer needed
OR-045141,Better price found elsewhere
OR-033941,Changed mind
OR-091393,Poor customer service
OR-120054,Changed mind
OR-042552,Better price found elsewhere
OR-028581,Changed mind
OR-115888,Poor customer service
OR-027275,Better price found elsewhere
OR-045190,No longer needed
OR-104659,Product no longer wanted
OR-094322,Better price found elsewhere
OR-082414,Damaged item
OR-022696,Damaged item
OR-019547,Damaged item
OR-105870,Incorrect item shipped
OR-125459,Received wrong quantity
OR-045236,Received wrong quantity
OR-113533,Incorrect item shipped
OR-017709,Incorrect item shipped
OR-046901,Item not as described
OR-092158,Better price found elsewhere
OR-086268,Received wrong quantity
OR-040184,Product no longer wanted
OR-019284,Poor customer service
OR-040760,Changed mind
OR-112703,Incorrect item shipped
OR-104828,Item not as described
OR-075843,Item not as described
OR-086792,Better price found elsewhere
OR-077002,Delayed delivery
OR-022035,Changed mind
OR-031756,Better price found elsewhere
OR-092852,Damaged item
OR-068271,Changed mind
OR-007381,Changed mind
OR-114352,Better price found elsewhere
OR-103182,Damaged item
OR-027998,Poor customer service
OR-110865,Product no longer wanted
OR-050484,No longer needed
OR-076843,Incorrect item shipped
OR-011178,Incorrect item shipped
OR-050377,Delayed delivery
OR-120059,Item not as described
OR-026921,Delayed delivery
OR-094639,Better price found elsewhere
OR-088329,Received wrong quantity
OR-122510,Changed mind
OR-094981,Changed mind
OR-023025,Received wrong quantity
OR-106372,Product no longer wanted
OR-023195,Delayed delivery
OR-114294,Received wrong quantity
OR-006459,Changed mind
OR-072008,Better price found elsewhere
OR-124265,Received wrong quantity
OR-010336,Product no longer wanted
OR-111956,Incorrect item shipped
OR-026750,Damaged item
OR-084505,Incorrect item shipped
OR-107140,Received wrong quantity
OR-013839,Item not as described
OR-071066,Poor customer service
OR-045360,Product no longer wanted
OR-072264,Changed mind
OR-124758,Better price found elsewhere
OR-111356,Received wrong quantity
OR-012592,Item not as described
OR-105473,No longer needed
OR-123294,Damaged item
OR-092696,Item not as described
OR-037439,No longer needed
OR-083033,Received wrong quantity
OR-102192,Poor customer service
OR-068360,Better price found elsewhere
OR-041713,Delayed delivery
OR-056579,Changed mind
OR-004377,Changed mind
OR-001327,Changed mind
OR-122408,Damaged item
OR-015606,Poor customer service
OR-075808,Poor customer service
OR-020193,Delayed delivery
OR-108323,Poor customer service
OR-085868,Damaged item
OR-024924,Incorrect item shipped
OR-037951,Product no longer wanted
OR-110819,Damaged item
OR-080691,No longer needed
OR-055739,Better price found elsewhere
OR-096473,Delayed delivery
OR-113848,Incorrect item shipped
OR-060153,Poor customer service
OR-073863,Better price found elsewhere
OR-015470,Incorrect item shipped
OR-012079,Incorrect item shipped
OR-046710,No longer needed
OR-046549,Damaged item
OR-121004,Delayed delivery
OR-086883,Item not as described
OR-055936,Damaged item
OR-060130,Better price found elsewhere
OR-116277,Delayed delivery
OR-038704,No longer needed
OR-120830,Received wrong quantity
OR-047294,Received wrong quantity
OR-038301,Received wrong quantity
OR-058336,Product no longer wanted
OR-109366,No longer needed
OR-037049,Damaged item
OR-008713,Delayed delivery
OR-072993,Poor customer service
OR-001575,Damaged item
OR-012281,No longer needed
OR-000727,Incorrect item shipped
OR-016890,No longer needed
OR-033511,Better price found elsewhere
OR-068052,Product no longer wanted
OR-092965,Item not as described
OR-067462,Damaged item
OR-021770,Better price found elsewhere
OR-006830,Product no longer wanted
OR-030978,Poor customer service
OR-123437,Product no longer wanted
OR-098782,Better price found elsewhere
OR-124232,Changed mind
OR-084865,Changed mind
OR-014999,Received wrong quantity
OR-116880,Delayed delivery
OR-015970,Better price found elsewhere
OR-016523,Delayed delivery
OR-008878,Incorrect item shipped
OR-096908,Item not as described
OR-067430,Delayed delivery
OR-051288,Changed mind
OR-117729,Changed mind
OR-117029,Poor customer service
OR-077944,Better price found elsewhere
OR-052506,Delayed delivery
OR-062066,Changed mind
OR-001120,Better price found elsewhere
OR-092811,Delayed delivery
OR-016621,Damaged item
OR-051273,Item not as described
OR-051046,No longer needed
OR-072453,Received wrong quantity
OR-090615,Better price found elsewhere
OR-104106,Incorrect item shipped
OR-077391,Incorrect item shipped
OR-012046,Item not as described
OR-107114,Damaged item
OR-110020,Poor customer service
OR-114489,Damaged item
OR-094723,Damaged item
OR-037576,Damaged item
OR-123611,Damaged item
OR-013349,Received wrong quantity
OR-093760,Incorrect item shipped
OR-092558,Better price found elsewhere
OR-048397,Product no longer wanted
OR-038894,Incorrect item shipped
OR-071528,Incorrect item shipped
OR-038260,Damaged item
OR-071424,Received wrong quantity
OR-038715,Poor customer service
OR-032086,Delayed delivery
OR-098531,Item not as described
OR-076306,Better price found elsewhere
OR-071720,No longer needed
OR-046353,Item not as described
OR-032271,Damaged item
OR-059349,Damaged item
OR-011499,Changed mind
OR-123233,No longer needed
OR-035214,Incorrect item shipped
OR-077263,Product no longer wanted
OR-110145,Item not as described
OR-041145,Delayed delivery
OR-064710,Changed mind
OR-043877,Changed mind
OR-012570,Received wrong quantity
OR-092666,Product no longer wanted
OR-008384,Incorrect item shipped
OR-047821,Incorrect item shipped
OR-119205,No longer needed
OR-040798,Poor customer service
OR-099780,Delayed delivery
OR-072954,Delayed delivery
OR-068505,Delayed delivery
OR-066174,Poor customer service
OR-030058,Changed mind
OR-065422,Incorrect item shipped
