orderid,customerid,orderdate,shippingdate,expecteddeliverydate,actualdeliverydate,shippingtierid,supplierid,orderchannel
OR-11410,CUST-08804,25-03-2012 21:10,25-03-2012 21:18,25-03-2012 21:35,25-03-2012 21:46,SHP-004,SUP-03,Retail PoS
OR-11423,CUST-06973,23-06-2024 15:06,23-06-2024 15:12,23-06-2024 15:33,23-06-2024 15:21,SHP-004,SUP-09,Retail PoS
OR-11426,CUST-14255,16-06-2021 23:16,25-06-2021 22:39,01-07-2021 00:03,27-06-2021 10:50,SHP-001,SUP-09,Online
OR-11441,CUST-18342,14-07-2021 05:11,14-07-2021 05:21,14-07-2021 05:36,14-07-2021 05:33,SHP-004,SUP-04,Retail PoS
OR-11445,CUST-13907,18-07-2022 22:05,20-07-2022 23:54,02-08-2022 05:34,01-08-2022 04:21,SHP-001,SUP-01,Online
OR-11452,CUST-17711,01-12-1996 03:46,07-12-1996 14:48,26-12-1996 02:17,18-12-1996 12:46,SHP-002,SUP-01,Online
OR-11457,CUST-02588,10-01-2022 09:23,16-01-2022 19:16,29-01-2022 10:15,12-02-2022 23:53,SHP-003,SUP-04,Online
OR-11466,CUST-02410,10-07-2022 12:56,17-07-2022 01:36,20-07-2022 01:09,06-08-2022 22:12,SHP-003,SUP-09,Online
OR-11472,CUST-04172,21-01-2021 02:10,29-01-2021 02:35,09-02-2021 22:14,09-03-2021 21:10,SHP-002,SUP-02,Online
OR-11478,CUST-03638,08-05-2024 17:48,08-05-2024 17:57,08-05-2024 18:10,08-05-2024 18:09,SHP-004,SUP-03,Retail PoS
OR-11484,CUST-00424,20-04-2023 07:31,21-04-2023 18:12,08-05-2023 20:26,26-04-2023 00:45,SHP-003,SUP-07,Online
OR-11488,CUST-09337,04-07-2021 23:02,07-07-2021 05:07,10-07-2021 09:25,09-07-2021 16:58,SHP-002,SUP-01,Online
OR-11494,CUST-11534,22-06-2022 05:39,25-06-2022 15:07,14-07-2022 04:19,12-07-2022 14:51,SHP-002,SUP-09,Online
OR-11495,CUST-08530,12-10-2016 19:49,12-10-2016 19:59,12-10-2016 20:15,12-10-2016 20:12,SHP-004,SUP-02,Retail PoS
OR-11505,CUST-08768,24-12-2022 09:45,27-12-2022 22:37,08-01-2023 19:43,01-01-2023 22:13,SHP-001,SUP-06,Online
OR-11512,CUST-02295,12-06-2022 20:22,16-06-2022 10:45,05-07-2022 20:41,22-06-2022 06:42,SHP-003,SUP-02,Online
OR-11515,CUST-19880,12-09-2017 17:16,16-09-2017 23:29,19-09-2017 08:38,02-10-2017 02:14,SHP-005,SUP-04,Retail PoS
OR-11528,CUST-18132,05-02-2024 22:55,05-02-2024 23:01,05-02-2024 23:23,05-02-2024 23:11,SHP-004,SUP-04,Retail PoS
OR-11535,CUST-15074,27-06-2024 09:50,07-07-2024 14:24,12-07-2024 10:18,10-07-2024 12:00,SHP-003,SUP-04,Online
OR-11550,CUST-07562,28-07-2014 18:55,03-08-2014 12:42,05-08-2014 08:45,04-08-2014 21:51,SHP-002,SUP-04,Online
OR-11565,CUST-00675,05-08-2023 02:40,05-08-2023 02:45,05-08-2023 03:09,05-08-2023 03:18,SHP-004,SUP-02,Retail PoS
OR-11567,CUST-06292,05-04-2019 13:38,10-04-2019 14:46,27-04-2019 13:23,22-04-2019 11:19,SHP-001,SUP-04,Online
OR-11581,CUST-07811,31-10-2022 23:13,09-11-2022 16:14,18-11-2022 07:42,13-11-2022 00:18,SHP-002,SUP-01,Online
OR-11583,CUST-02206,11-02-2024 13:51,11-02-2024 13:58,11-02-2024 14:19,11-02-2024 14:22,SHP-004,SUP-01,Retail PoS
OR-11595,CUST-09144,30-05-2024 12:50,30-05-2024 12:58,30-05-2024 13:19,30-05-2024 13:14,SHP-004,SUP-04,Retail PoS
OR-11598,CUST-12646,25-04-2024 12:08,02-05-2024 12:05,16-05-2024 13:44,11-05-2024 06:21,SHP-002,SUP-06,Online
OR-11602,CUST-16325,13-01-2021 23:42,13-01-2021 23:49,14-01-2021 00:10,14-01-2021 00:05,SHP-004,SUP-10,Retail PoS
OR-11603,CUST-00242,01-10-2023 10:36,04-10-2023 08:00,21-10-2023 22:20,07-10-2023 08:46,SHP-002,SUP-06,Online
OR-11610,CUST-06604,25-11-2022 21:31,25-11-2022 21:40,25-11-2022 21:59,25-11-2022 21:47,SHP-004,SUP-06,Retail PoS
OR-11614,CUST-08826,19-07-2021 06:48,25-07-2021 14:31,06-08-2021 12:32,03-08-2021 02:16,SHP-005,SUP-05,Retail PoS
OR-11623,CUST-16797,18-10-2012 09:55,24-10-2012 02:40,13-11-2012 18:02,05-11-2012 18:44,SHP-003,SUP-04,Online
OR-11625,CUST-16305,05-08-2012 23:04,05-08-2012 23:12,05-08-2012 23:28,05-08-2012 23:31,SHP-004,SUP-06,Retail PoS
OR-11627,CUST-02643,11-12-2011 12:42,11-12-2011 12:48,11-12-2011 13:04,11-12-2011 13:14,SHP-004,SUP-02,Retail PoS
OR-11669,CUST-14442,02-11-2020 05:34,02-11-2020 05:40,02-11-2020 06:01,02-11-2020 06:08,SHP-004,SUP-09,Retail PoS
OR-11677,CUST-08297,18-03-2021 00:46,18-03-2021 00:53,18-03-2021 01:13,18-03-2021 01:03,SHP-004,SUP-04,Retail PoS
OR-11680,CUST-09824,15-08-2021 02:39,17-08-2021 21:26,27-08-2021 08:47,21-08-2021 02:55,SHP-002,SUP-01,Online
OR-11681,CUST-07054,17-07-2023 03:31,20-07-2023 07:10,03-08-2023 12:40,30-07-2023 20:06,SHP-001,SUP-08,Online
OR-11692,CUST-16911,30-06-2024 01:47,30-06-2024 01:52,30-06-2024 02:17,30-06-2024 02:03,SHP-004,SUP-08,Retail PoS
OR-11701,CUST-04518,02-07-2024 23:14,04-07-2024 16:47,25-07-2024 07:42,19-07-2024 09:24,SHP-003,SUP-06,Online
OR-11716,CUST-00992,31-10-2011 01:52,31-10-2011 01:57,31-10-2011 02:16,31-10-2011 02:25,SHP-004,SUP-09,Retail PoS
OR-11725,CUST-17523,13-01-2021 11:04,16-01-2021 03:00,26-01-2021 21:57,19-01-2021 15:57,SHP-002,SUP-03,Online
OR-11729,CUST-14419,13-06-2017 22:53,23-06-2017 03:36,06-07-2017 17:03,03-08-2017 09:37,SHP-001,SUP-07,Online
OR-11730,CUST-12490,13-11-2021 11:38,23-11-2021 04:33,28-11-2021 03:25,24-11-2021 06:08,SHP-001,SUP-05,Online
OR-11732,CUST-17505,25-05-2024 00:53,04-06-2024 10:50,13-06-2024 07:26,06-06-2024 22:42,SHP-003,SUP-07,Online
OR-11736,CUST-03007,12-06-2006 07:41,19-06-2006 17:15,21-06-2006 04:09,21-06-2006 02:36,SHP-003,SUP-02,Online
OR-11739,CUST-07054,07-11-2022 03:34,14-11-2022 13:46,29-11-2022 00:41,22-11-2022 16:59,SHP-002,SUP-08,Online
OR-11741,CUST-11974,16-06-2024 02:08,24-06-2024 05:26,05-07-2024 23:40,05-08-2024 20:32,SHP-002,SUP-04,Online
OR-11745,CUST-16676,18-07-2023 19:01,18-07-2023 19:07,18-07-2023 19:25,18-07-2023 19:18,SHP-004,SUP-07,Retail PoS
OR-11748,CUST-02887,18-10-2017 00:27,18-10-2017 00:37,18-10-2017 00:57,18-10-2017 00:47,SHP-004,SUP-02,Retail PoS
OR-11755,CUST-12611,07-03-2024 16:57,10-03-2024 22:04,22-03-2024 03:41,21-03-2024 05:20,SHP-001,SUP-08,Online
OR-11758,CUST-03653,02-02-2024 16:15,11-02-2024 08:26,14-02-2024 04:32,12-02-2024 13:52,SHP-001,SUP-07,Online
OR-11765,CUST-07189,24-09-2021 00:45,28-09-2021 15:01,10-10-2021 00:08,08-10-2021 00:32,SHP-005,SUP-04,Retail PoS
OR-11770,CUST-01775,11-07-2012 18:59,11-07-2012 19:09,11-07-2012 19:23,11-07-2012 19:27,SHP-004,SUP-10,Retail PoS
OR-11780,CUST-12647,16-11-2019 04:03,19-11-2019 19:24,23-11-2019 20:39,22-11-2019 01:38,SHP-001,SUP-07,Online
OR-11782,CUST-15226,21-08-2021 18:58,24-08-2021 03:49,09-09-2021 22:30,01-10-2021 12:42,SHP-001,SUP-02,Online
OR-11813,CUST-18116,20-05-2024 05:28,28-05-2024 06:30,28-05-2024 14:11,28-05-2024 06:22,SHP-001,SUP-07,Online
OR-11815,CUST-09990,28-11-2023 23:37,06-12-2023 13:00,14-12-2023 09:54,29-12-2023 08:57,SHP-002,SUP-04,Online
OR-11816,CUST-17811,14-04-2011 08:29,23-04-2011 16:40,24-04-2011 05:02,23-04-2011 20:33,SHP-001,SUP-09,Online
OR-11822,CUST-06100,26-04-2023 04:33,02-05-2023 01:05,02-05-2023 10:15,03-05-2023 14:39,SHP-003,SUP-05,Online
OR-11831,CUST-19180,26-03-2023 13:23,30-03-2023 11:25,04-04-2023 05:53,02-04-2023 07:51,SHP-003,SUP-04,Online
OR-11836,CUST-14979,06-02-2024 06:18,14-02-2024 12:50,21-02-2024 07:27,18-02-2024 11:03,SHP-001,SUP-04,Online
OR-11858,CUST-19871,22-03-2024 14:41,24-03-2024 11:49,07-04-2024 19:14,26-03-2024 20:56,SHP-001,SUP-08,Online
OR-11866,CUST-08366,29-12-2018 07:44,29-12-2018 07:49,29-12-2018 08:13,29-12-2018 08:06,SHP-004,SUP-04,Retail PoS
OR-11868,CUST-00815,19-02-2024 02:03,19-02-2024 02:11,19-02-2024 02:23,19-02-2024 02:21,SHP-004,SUP-08,Retail PoS
OR-11874,CUST-00824,01-06-2024 03:13,05-06-2024 18:16,22-06-2024 00:14,21-06-2024 10:25,SHP-002,SUP-04,Online
OR-11882,CUST-00784,06-07-2023 17:44,06-07-2023 17:49,06-07-2023 18:05,06-07-2023 18:11,SHP-004,SUP-04,Retail PoS
OR-11900,CUST-15610,11-08-2019 10:23,17-08-2019 18:20,04-09-2019 12:17,16-09-2019 11:30,SHP-001,SUP-08,Online
OR-11920,CUST-02634,13-10-2023 03:31,18-10-2023 21:09,08-11-2023 20:08,04-11-2023 13:01,SHP-002,SUP-08,Online
OR-11935,CUST-16797,31-12-2019 17:52,31-12-2019 17:57,31-12-2019 18:13,31-12-2019 18:28,SHP-004,SUP-03,Retail PoS
OR-11941,CUST-11265,09-12-2020 12:36,09-12-2020 12:45,09-12-2020 13:00,09-12-2020 12:57,SHP-004,SUP-08,Retail PoS
OR-11942,CUST-17350,07-09-2023 19:45,07-09-2023 19:51,07-09-2023 20:13,07-09-2023 20:02,SHP-004,SUP-09,Retail PoS
OR-11962,CUST-04896,13-05-2022 23:48,19-05-2022 15:25,30-05-2022 03:08,06-06-2022 17:30,SHP-003,SUP-07,Online
OR-11969,CUST-11105,29-01-2024 20:04,29-01-2024 20:12,29-01-2024 20:31,29-01-2024 20:25,SHP-004,SUP-09,Retail PoS
OR-11976,CUST-03369,27-11-2023 21:30,30-11-2023 15:14,15-12-2023 12:01,12-12-2023 13:12,SHP-002,SUP-09,Online
OR-11982,CUST-16622,01-11-2019 22:39,02-11-2019 22:47,03-11-2019 00:29,02-11-2019 12:43,SHP-002,SUP-09,Online
OR-12011,CUST-01141,20-11-2017 06:26,26-11-2017 16:28,17-12-2017 03:25,14-12-2017 21:28,SHP-001,SUP-07,Online
OR-12023,CUST-14355,26-03-2024 10:55,31-03-2024 20:46,12-04-2024 00:54,09-04-2024 11:25,SHP-001,SUP-04,Online
OR-12027,CUST-14650,17-06-2022 02:18,20-06-2022 20:09,06-07-2022 10:07,02-07-2022 05:16,SHP-001,SUP-06,Online
OR-12031,CUST-03750,17-11-2014 03:25,27-11-2014 04:59,30-11-2014 14:26,19-12-2014 02:39,SHP-003,SUP-04,Online
OR-12035,CUST-03341,02-11-2023 07:11,06-11-2023 21:59,07-11-2023 08:55,06-11-2023 22:41,SHP-003,SUP-04,Online
OR-12038,CUST-15085,25-06-2023 03:57,25-06-2023 04:03,25-06-2023 04:21,25-06-2023 04:21,SHP-004,SUP-09,Retail PoS
OR-12040,CUST-01814,16-04-2022 23:30,22-04-2022 05:10,04-05-2022 11:43,01-05-2022 21:39,SHP-002,SUP-03,Online
OR-12097,CUST-15319,01-01-2021 22:06,01-01-2021 22:16,01-01-2021 22:27,01-01-2021 22:35,SHP-004,SUP-04,Retail PoS
OR-12098,CUST-10027,04-03-2021 16:39,04-03-2021 16:45,04-03-2021 17:03,04-03-2021 17:08,SHP-004,SUP-08,Retail PoS
OR-12109,CUST-18820,15-06-2024 10:42,15-06-2024 10:50,15-06-2024 11:11,15-06-2024 11:15,SHP-004,SUP-08,Retail PoS
OR-12113,CUST-04146,20-06-2019 19:08,20-06-2019 19:13,20-06-2019 19:28,20-06-2019 19:30,SHP-004,SUP-05,Retail PoS
OR-12115,CUST-08897,11-01-2020 02:20,12-01-2020 05:08,22-01-2020 10:08,14-01-2020 00:38,SHP-003,SUP-04,Online
OR-12117,CUST-02783,27-08-2013 09:08,31-08-2013 19:55,02-09-2013 23:15,02-09-2013 17:35,SHP-002,SUP-05,Online
OR-12121,CUST-18077,02-08-2022 04:43,02-08-2022 04:48,02-08-2022 05:03,02-08-2022 05:01,SHP-004,SUP-07,Retail PoS
OR-12130,CUST-02808,28-09-2022 06:12,05-10-2022 00:56,17-10-2022 14:13,11-11-2022 18:28,SHP-001,SUP-05,Online
OR-12131,CUST-19287,14-01-2022 07:51,14-01-2022 08:00,14-01-2022 08:19,14-01-2022 08:22,SHP-004,SUP-05,Retail PoS
OR-12139,CUST-16880,07-03-2022 05:29,07-03-2022 05:38,07-03-2022 05:59,07-03-2022 06:03,SHP-004,SUP-07,Retail PoS
OR-12167,CUST-02894,02-05-2023 10:03,11-05-2023 13:18,31-05-2023 08:46,23-05-2023 15:02,SHP-001,SUP-04,Online
OR-12172,CUST-02189,23-10-2021 20:16,23-10-2021 20:25,23-10-2021 20:39,23-10-2021 20:35,SHP-004,SUP-06,Retail PoS
OR-12176,CUST-08937,07-10-2016 06:02,15-10-2016 20:33,23-10-2016 13:43,18-10-2016 22:32,SHP-003,SUP-07,Online
OR-12189,CUST-10365,09-07-2020 22:23,18-07-2020 10:19,07-08-2020 22:10,26-07-2020 01:13,SHP-001,SUP-07,Online
OR-12190,CUST-04383,11-06-2023 14:23,11-06-2023 14:31,11-06-2023 14:52,11-06-2023 14:46,SHP-004,SUP-10,Retail PoS
OR-12200,CUST-19331,24-06-2024 02:40,24-06-2024 02:46,24-06-2024 03:03,24-06-2024 03:10,SHP-004,SUP-04,Retail PoS
OR-12209,CUST-13129,29-03-2022 10:31,29-03-2022 10:38,29-03-2022 10:56,29-03-2022 11:05,SHP-004,SUP-04,Retail PoS
OR-12214,CUST-05287,28-06-2024 16:18,28-06-2024 16:27,28-06-2024 16:45,28-06-2024 16:46,SHP-004,SUP-01,Retail PoS
OR-12221,CUST-17197,13-12-2023 02:55,19-12-2023 06:26,23-12-2023 09:54,12-01-2024 10:59,SHP-001,SUP-02,Online
OR-12222,CUST-08363,06-01-2018 10:20,15-01-2018 06:34,29-01-2018 17:31,02-02-2018 01:18,SHP-002,SUP-10,Online
OR-12240,CUST-07929,24-04-2017 08:12,02-05-2017 13:09,17-05-2017 17:07,14-05-2017 08:36,SHP-001,SUP-08,Online
OR-12259,CUST-11037,02-02-2024 17:04,03-02-2024 17:15,20-02-2024 04:14,27-02-2024 04:09,SHP-003,SUP-04,Online
OR-12273,CUST-03042,16-12-2023 06:31,16-12-2023 06:38,16-12-2023 06:54,16-12-2023 07:01,SHP-004,SUP-02,Retail PoS
OR-12283,CUST-01296,27-06-2024 06:06,04-07-2024 18:07,19-07-2024 03:02,06-07-2024 01:08,SHP-002,SUP-07,Online
OR-12305,CUST-13343,20-10-2015 14:39,20-10-2015 14:49,20-10-2015 15:04,20-10-2015 15:19,SHP-004,SUP-08,Retail PoS
OR-12306,CUST-08281,17-09-2018 21:05,17-09-2018 21:10,17-09-2018 21:31,17-09-2018 21:24,SHP-004,SUP-05,Retail PoS
OR-12307,CUST-09346,04-10-2023 14:26,08-10-2023 09:31,26-10-2023 07:10,10-11-2023 22:32,SHP-002,SUP-04,Online
OR-12313,CUST-04266,25-12-2023 13:41,30-12-2023 09:16,09-01-2024 10:36,31-12-2023 19:27,SHP-003,SUP-10,Online
OR-12319,CUST-17081,16-08-2015 11:43,17-08-2015 21:22,20-08-2015 21:07,18-08-2015 23:21,SHP-003,SUP-01,Online
OR-12329,CUST-06057,13-04-2024 01:40,22-04-2024 07:32,29-04-2024 03:29,27-04-2024 11:15,SHP-001,SUP-09,Online
OR-12340,CUST-14746,05-06-2019 10:15,05-06-2019 10:23,05-06-2019 10:35,05-06-2019 10:38,SHP-004,SUP-02,Retail PoS
OR-12343,CUST-04537,18-06-2016 13:44,27-06-2016 05:16,06-07-2016 15:36,30-07-2016 19:03,SHP-003,SUP-04,Online
OR-12354,CUST-06118,01-05-2013 05:21,11-05-2013 22:58,19-05-2013 03:27,18-05-2013 03:10,SHP-003,SUP-07,Online
OR-12355,CUST-10700,06-06-2019 23:43,13-06-2019 19:35,19-06-2019 14:43,18-06-2019 13:38,SHP-005,SUP-05,Retail PoS
OR-12356,CUST-15084,30-03-2024 00:08,07-04-2024 08:42,11-04-2024 10:27,09-04-2024 18:09,SHP-001,SUP-03,Online
OR-12360,CUST-14242,25-04-2024 15:19,01-05-2024 05:33,09-05-2024 00:34,06-05-2024 18:48,SHP-002,SUP-10,Online
OR-12370,CUST-02001,12-11-2023 05:44,12-11-2023 05:50,12-11-2023 06:05,12-11-2023 06:07,SHP-004,SUP-09,Retail PoS
OR-12372,CUST-19904,05-05-2024 06:45,10-05-2024 21:53,27-05-2024 06:11,23-05-2024 07:29,SHP-001,SUP-02,Online
OR-12395,CUST-15859,04-08-2023 22:33,14-08-2023 03:45,19-08-2023 20:16,17-08-2023 15:47,SHP-003,SUP-07,Online
OR-12413,CUST-19650,03-04-2024 11:22,03-04-2024 11:28,03-04-2024 11:48,03-04-2024 11:44,SHP-004,SUP-09,Retail PoS
OR-12419,CUST-17172,11-06-2024 10:01,17-06-2024 04:08,26-06-2024 11:44,22-06-2024 16:58,SHP-001,SUP-09,Online
OR-12422,CUST-03232,06-11-2005 02:51,15-11-2005 08:20,02-12-2005 12:28,22-12-2005 17:10,SHP-001,SUP-08,Online
OR-12431,CUST-06476,12-09-2023 06:37,12-09-2023 06:47,12-09-2023 06:58,12-09-2023 07:10,SHP-004,SUP-08,Retail PoS
OR-12452,CUST-11577,03-07-2020 00:19,03-07-2020 00:29,03-07-2020 00:41,03-07-2020 00:37,SHP-004,SUP-08,Retail PoS
OR-12453,CUST-01958,13-01-2015 16:53,13-01-2015 16:58,13-01-2015 17:19,13-01-2015 17:14,SHP-004,SUP-05,Retail PoS
OR-12461,CUST-07217,30-03-2022 20:12,30-03-2022 20:20,30-03-2022 20:39,30-03-2022 20:33,SHP-004,SUP-08,Retail PoS
OR-12464,CUST-03781,16-06-2023 12:58,16-06-2023 13:08,16-06-2023 13:26,16-06-2023 13:27,SHP-004,SUP-08,Retail PoS
OR-12466,CUST-11406,02-08-2020 11:31,07-08-2020 23:42,17-08-2020 03:03,11-08-2020 08:14,SHP-003,SUP-07,Online
OR-12468,CUST-17388,12-09-2023 01:33,16-09-2023 10:19,23-09-2023 01:15,19-09-2023 05:50,SHP-002,SUP-10,Online
OR-12469,CUST-19309,15-03-2016 18:38,20-03-2016 09:09,29-03-2016 08:32,22-03-2016 01:09,SHP-003,SUP-04,Online
OR-12473,CUST-06899,15-02-2024 00:25,16-02-2024 21:49,20-02-2024 08:33,19-02-2024 05:11,SHP-003,SUP-09,Online
OR-12474,CUST-05025,28-05-2024 21:25,03-06-2024 07:41,04-06-2024 03:39,24-06-2024 15:58,SHP-001,SUP-06,Online
OR-12481,CUST-00558,13-06-2023 23:46,15-06-2023 00:47,24-06-2023 18:07,18-06-2023 11:54,SHP-001,SUP-04,Online
OR-12482,CUST-07090,17-11-2022 15:47,17-11-2022 15:55,17-11-2022 16:16,17-11-2022 16:17,SHP-004,SUP-05,Retail PoS
OR-12485,CUST-03608,04-01-2014 15:01,10-01-2014 01:08,21-01-2014 14:15,16-01-2014 10:00,SHP-002,SUP-02,Online
OR-12486,CUST-17504,17-11-2021 06:13,28-11-2021 01:01,28-11-2021 14:59,28-11-2021 12:16,SHP-003,SUP-01,Online
OR-12487,CUST-11891,06-03-2017 16:07,08-03-2017 04:02,21-03-2017 00:32,09-03-2017 18:29,SHP-001,SUP-05,Online
OR-12495,CUST-05820,14-05-2022 03:57,24-05-2022 10:36,27-05-2022 19:03,26-05-2022 08:13,SHP-003,SUP-10,Online
OR-12500,CUST-13224,16-08-2021 13:28,25-08-2021 12:32,11-09-2021 22:07,04-09-2021 12:27,SHP-001,SUP-09,Online
OR-12504,CUST-15316,19-08-2019 03:17,19-08-2019 03:27,19-08-2019 03:46,19-08-2019 03:46,SHP-004,SUP-04,Retail PoS
OR-12507,CUST-08018,29-04-2018 22:05,05-05-2018 16:24,23-05-2018 21:46,19-05-2018 05:06,SHP-003,SUP-05,Online
OR-12511,CUST-12900,02-06-2024 13:31,07-06-2024 09:05,25-06-2024 13:52,15-06-2024 01:46,SHP-003,SUP-09,Online
OR-12527,CUST-08138,29-05-2024 13:27,08-06-2024 10:12,09-06-2024 18:27,09-06-2024 08:59,SHP-001,SUP-06,Online
OR-12536,CUST-07479,09-04-2020 13:04,09-04-2020 13:09,09-04-2020 13:28,09-04-2020 13:25,SHP-004,SUP-01,Retail PoS
OR-12538,CUST-00512,05-10-2022 15:03,15-10-2022 13:34,31-10-2022 19:01,27-11-2022 01:11,SHP-001,SUP-01,Online
OR-12539,CUST-10814,28-10-2023 19:33,28-10-2023 19:43,28-10-2023 20:00,28-10-2023 19:48,SHP-004,SUP-04,Retail PoS
OR-12559,CUST-00378,19-10-2023 16:24,19-10-2023 16:31,19-10-2023 16:46,19-10-2023 16:50,SHP-004,SUP-07,Retail PoS
OR-12566,CUST-04810,02-07-2024 01:12,12-07-2024 22:08,02-08-2024 03:21,16-07-2024 20:26,SHP-001,SUP-03,Online
OR-12570,CUST-00347,29-05-2022 11:36,01-06-2022 18:28,06-06-2022 16:07,03-06-2022 03:52,SHP-001,SUP-04,Online
OR-12572,CUST-10145,12-07-2017 20:04,12-07-2017 20:11,12-07-2017 20:33,12-07-2017 20:33,SHP-004,SUP-01,Retail PoS
OR-12580,CUST-06617,13-12-2023 13:00,23-12-2023 17:36,28-12-2023 23:25,27-12-2023 10:02,SHP-002,SUP-06,Online
OR-12582,CUST-15591,03-07-2023 02:59,03-07-2023 03:09,03-07-2023 03:22,03-07-2023 03:16,SHP-004,SUP-06,Retail PoS
OR-12589,CUST-08129,12-09-2023 12:11,12-09-2023 12:18,12-09-2023 12:35,12-09-2023 12:49,SHP-004,SUP-03,Retail PoS
OR-12590,CUST-14305,31-10-2022 05:06,31-10-2022 05:11,31-10-2022 05:30,31-10-2022 05:37,SHP-004,SUP-02,Retail PoS
OR-12592,CUST-05174,21-05-2024 11:27,30-05-2024 06:25,14-06-2024 01:00,30-06-2024 19:37,SHP-001,SUP-04,Online
OR-12600,CUST-03093,17-08-2006 17:39,21-08-2006 06:46,03-09-2006 08:37,29-08-2006 09:25,SHP-002,SUP-04,Online
OR-12604,CUST-08176,30-01-2024 16:11,08-02-2024 03:07,28-02-2024 06:10,15-02-2024 04:12,SHP-002,SUP-09,Online
OR-12605,CUST-19125,07-06-2023 03:09,07-06-2023 03:17,07-06-2023 03:30,07-06-2023 03:27,SHP-004,SUP-04,Retail PoS
OR-12610,CUST-15930,20-12-2022 10:49,24-12-2022 10:13,06-01-2023 20:44,11-01-2023 23:22,SHP-002,SUP-03,Online
OR-12618,CUST-16099,07-09-2004 05:27,07-09-2004 05:34,07-09-2004 05:49,07-09-2004 06:02,SHP-004,SUP-04,Retail PoS
OR-12625,CUST-12498,17-06-2020 01:08,25-06-2020 11:22,11-07-2020 17:27,02-08-2020 06:49,SHP-002,SUP-02,Online
OR-12631,CUST-15435,26-02-2024 00:02,28-02-2024 05:52,10-03-2024 20:18,08-04-2024 12:00,SHP-002,SUP-06,Online
OR-12634,CUST-10822,26-07-2023 07:42,27-07-2023 11:00,09-08-2023 23:30,03-08-2023 13:21,SHP-002,SUP-04,Online
OR-12636,CUST-14269,30-01-2023 22:50,01-02-2023 22:22,17-02-2023 03:13,07-02-2023 05:39,SHP-003,SUP-04,Online
OR-12639,CUST-15318,28-05-2024 10:17,28-05-2024 10:25,28-05-2024 10:40,28-05-2024 10:43,SHP-004,SUP-09,Retail PoS
OR-12640,CUST-08261,05-05-2024 19:15,15-05-2024 15:27,22-05-2024 00:47,18-05-2024 05:39,SHP-002,SUP-10,Online
OR-12645,CUST-05689,04-06-2024 20:52,04-06-2024 21:00,04-06-2024 21:14,04-06-2024 21:23,SHP-004,SUP-07,Retail PoS
OR-12650,CUST-09158,08-08-2023 20:11,08-08-2023 20:21,08-08-2023 20:41,08-08-2023 20:47,SHP-004,SUP-01,Retail PoS
OR-12653,CUST-07896,23-05-2024 02:25,23-05-2024 02:34,23-05-2024 02:47,23-05-2024 02:45,SHP-004,SUP-10,Retail PoS
OR-12657,CUST-01359,29-04-2023 20:14,29-04-2023 20:22,29-04-2023 20:43,29-04-2023 20:34,SHP-004,SUP-09,Retail PoS
OR-12672,CUST-07751,25-05-2016 07:31,29-05-2016 10:40,03-06-2016 08:09,31-05-2016 19:46,SHP-002,SUP-05,Online
OR-12680,CUST-04165,27-03-2024 18:28,27-03-2024 18:36,27-03-2024 18:53,27-03-2024 18:50,SHP-004,SUP-03,Retail PoS
OR-12687,CUST-13876,01-12-2019 14:14,02-12-2019 17:58,06-12-2019 15:40,04-12-2019 19:43,SHP-001,SUP-08,Online
OR-12699,CUST-16328,27-01-2002 22:49,27-01-2002 22:57,27-01-2002 23:19,27-01-2002 23:10,SHP-004,SUP-05,Retail PoS
OR-12708,CUST-14309,05-06-2022 17:37,13-06-2022 03:28,14-06-2022 13:48,26-06-2022 05:58,SHP-002,SUP-02,Online
OR-12710,CUST-07594,08-06-2022 09:05,10-06-2022 17:56,20-06-2022 21:53,16-06-2022 05:58,SHP-002,SUP-04,Online
OR-12712,CUST-10766,05-10-2022 16:33,12-10-2022 05:09,18-10-2022 02:19,19-10-2022 02:31,SHP-003,SUP-05,Online
OR-12718,CUST-13562,30-11-2021 21:14,03-12-2021 17:58,20-12-2021 15:55,11-12-2021 10:16,SHP-002,SUP-01,Online
OR-12733,CUST-09804,22-05-2023 12:34,22-05-2023 12:42,22-05-2023 12:57,22-05-2023 13:00,SHP-004,SUP-09,Retail PoS
OR-12753,CUST-10582,16-09-2022 20:17,25-09-2022 00:00,04-10-2022 07:04,19-10-2022 07:16,SHP-002,SUP-04,Online
OR-12755,CUST-16341,04-03-2020 04:52,04-03-2020 05:00,04-03-2020 05:22,04-03-2020 05:28,SHP-004,SUP-10,Retail PoS
OR-12765,CUST-17178,28-02-2023 00:41,05-03-2023 02:26,10-03-2023 04:10,24-03-2023 10:36,SHP-001,SUP-05,Online
OR-12769,CUST-13760,23-03-2014 22:02,26-03-2014 01:01,30-03-2014 08:13,30-03-2014 00:49,SHP-002,SUP-07,Online
OR-12771,CUST-05012,05-01-2022 14:10,06-01-2022 21:05,18-01-2022 04:45,17-01-2022 18:55,SHP-002,SUP-10,Online
OR-12775,CUST-15596,14-10-2023 13:43,14-10-2023 13:51,14-10-2023 14:08,14-10-2023 14:06,SHP-004,SUP-07,Retail PoS
OR-12790,CUST-05605,18-09-2022 00:04,18-09-2022 00:12,18-09-2022 00:30,18-09-2022 00:36,SHP-004,SUP-04,Retail PoS
OR-12791,CUST-18354,25-05-2020 09:03,25-05-2020 09:10,25-05-2020 09:30,25-05-2020 09:34,SHP-004,SUP-02,Retail PoS
