ReturnID,OrderId,ProductID,Return_reason,ReturnDate,ReturnStatus,RefundAmount,ReturnMethod
RET-000295,OR-080260,PRD-00208,Delayed delivery,19-01-2023,Approved,364.38,Courier
RET-000296,OR-099938,PRD-00069,Changed mind,17-01-2023,Approved,11373.16,Courier
RET-000297,OR-029231,PRD-00060,Damaged item,21-01-2023,Approved,9127.8,Store_Drop
RET-000298,OR-049482,PRD-00019,Incorrect item shipped,14-01-2023,Pending,0,Courier
RET-000299,OR-123110,PRD-00003,Incorrect item shipped,15-01-2023,Rejected,0,Pickup
RET-000300,OR-044906,PRD-00360,Better price found elsewhere,05-01-2023,Approved,2481.56,Courier
RET-000301,OR-062275,PRD-00305,Product no longer wanted,20-01-2023,Approved,316.62,Store_Drop
RET-000302,OR-002333,PRD-00004,Incorrect item shipped,07-01-2023,Approved,10221.79,Courier
RET-000303,OR-083914,PRD-00001,Poor customer service,12-01-2023,Refunded,3100.83,Store_Drop
RET-000304,OR-085877,PRD-00003,No longer needed,21-01-2023,Approved,7503.44,Pickup
RET-000305,OR-115355,PRD-00210,Changed mind,12-01-2023,Approved,573.98,Pickup
RET-000306,OR-125598,PRD-00009,Product no longer wanted,14-01-2023,Approved,570.22,Courier
RET-000307,OR-048368,PRD-00158,Poor customer service,06-01-2023,Approved,6031.36,Courier
RET-000308,OR-102224,PRD-00009,Poor customer service,20-01-2023,Approved,4826.24,Store_Drop
RET-000309,OR-024156,PRD-00069,Damaged item,09-01-2023,Approved,5225.25,Courier
RET-000310,OR-010788,PRD-00009,Better price found elsewhere,06-01-2023,Approved,2289.17,Store_Drop
RET-000311,OR-090588,PRD-00371,Incorrect item shipped,06-01-2023,Approved,1883.83,Store_Drop
RET-000312,OR-056209,PRD-00002,Poor customer service,18-01-2023,Refunded,3641.42,Store_Drop
RET-000313,OR-037579,PRD-00001,Better price found elsewhere,15-01-2023,Refunded,1775.23,Pickup
RET-000314,OR-075758,PRD-00040,Delayed delivery,19-01-2023,Refunded,8172.02,Courier
RET-000315,OR-033060,PRD-00012,Poor customer service,16-01-2023,Refunded,1129.99,Courier
RET-000316,OR-015100,PRD-00002,Delayed delivery,10-01-2023,Rejected,0,Courier
RET-000317,OR-064729,PRD-00003,Changed mind,13-01-2023,Approved,1879.82,Store_Drop
RET-000318,OR-064003,PRD-00004,No longer needed,09-01-2023,Approved,4872.39,Pickup
RET-000319,OR-086866,PRD-00032,Poor customer service,20-01-2023,Refunded,10083.57,Courier
RET-000320,OR-046673,PRD-00364,Better price found elsewhere,16-01-2023,Rejected,0,Pickup
RET-000321,OR-093846,PRD-00001,Product no longer wanted,17-01-2023,Approved,5787.17,Courier
RET-000322,OR-005655,PRD-00009,No longer needed,17-01-2023,Refunded,5150.86,Pickup
RET-000323,OR-055519,PRD-00009,Better price found elsewhere,13-01-2023,Approved,5157.87,Courier
RET-000324,OR-104912,PRD-00005,Received wrong quantity,18-01-2023,Rejected,0,Pickup
RET-000325,OR-053794,PRD-00011,Product no longer wanted,06-01-2023,Refunded,10211.57,Courier
RET-000326,OR-068065,PRD-00002,No longer needed,16-01-2023,Refunded,1404.44,Courier
RET-000327,OR-007504,PRD-00490,Better price found elsewhere,11-01-2023,Approved,7100.41,Courier
RET-000328,OR-080041,PRD-00118,Received wrong quantity,07-01-2023,Refunded,2696.77,Courier
RET-000329,OR-073353,PRD-00001,Damaged item,08-01-2023,Approved,1682.25,Courier
RET-000330,OR-073964,PRD-00001,Item not as described,09-01-2023,Refunded,2258.0,Pickup
RET-000331,OR-030794,PRD-00005,Damaged item,09-01-2023,Rejected,0,Pickup
RET-000332,OR-066007,PRD-00001,Product no longer wanted,18-01-2023,Rejected,0,Store_Drop
RET-000333,OR-095600,PRD-00001,Better price found elsewhere,14-01-2023,Rejected,0,Pickup
RET-000334,OR-124710,PRD-00100,Delayed delivery,08-01-2023,Refunded,1769.66,Store_Drop
RET-000335,OR-037358,PRD-00018,Delayed delivery,12-01-2023,Refunded,1145.98,Store_Drop
RET-000336,OR-060539,PRD-00002,Received wrong quantity,13-01-2023,Refunded,5697.01,Courier
RET-000337,OR-125055,PRD-00001,Poor customer service,13-01-2023,Approved,7913.66,Courier
RET-000338,OR-119133,PRD-00001,Item not as described,20-01-2023,Refunded,5821.18,Store_Drop
RET-000339,OR-055841,PRD-00017,Product no longer wanted,18-01-2023,Rejected,0,Store_Drop
RET-000340,OR-121832,PRD-00001,Incorrect item shipped,14-01-2023,Refunded,5969.73,Courier
RET-000341,OR-062461,PRD-00005,Changed mind,18-01-2023,Approved,9826.12,Courier
RET-000342,OR-037167,PRD-00002,Better price found elsewhere,20-01-2023,Pending,0,Courier
RET-000343,OR-059279,PRD-00038,Product no longer wanted,11-01-2023,Pending,0,Store_Drop
RET-000344,OR-055455,PRD-00064,Incorrect item shipped,20-01-2023,Refunded,9459.24,Courier
RET-000345,OR-034725,PRD-00004,Item not as described,13-01-2023,Refunded,5200.85,Courier
RET-000346,OR-077499,PRD-00331,Better price found elsewhere,14-01-2023,Approved,561.57,Store_Drop
RET-000347,OR-086156,PRD-00006,Product no longer wanted,13-01-2023,Approved,8822.94,Pickup
RET-000348,OR-067135,PRD-00028,Delayed delivery,14-01-2023,Approved,7201.5,Courier
RET-000349,OR-051145,PRD-00011,Product no longer wanted,13-01-2023,Pending,0,Pickup
RET-000350,OR-013642,PRD-00023,No longer needed,16-01-2023,Approved,7342.97,Courier
RET-000351,OR-001089,PRD-00038,Poor customer service,21-01-2023,Refunded,7900.17,Courier
RET-000352,OR-005404,PRD-00005,No longer needed,20-01-2023,Approved,7929.29,Store_Drop
RET-000353,OR-030305,PRD-00005,Poor customer service,04-01-2023,Approved,4051.96,Courier
RET-000354,OR-112790,PRD-00002,Item not as described,19-01-2023,Approved,3105.25,Courier
RET-000355,OR-102989,PRD-00001,Received wrong quantity,06-01-2023,Approved,10210.93,Courier
RET-000356,OR-014231,PRD-00001,Incorrect item shipped,14-01-2023,Rejected,0,Store_Drop
RET-000357,OR-108434,PRD-00021,Product no longer wanted,16-01-2023,Approved,2365.84,Pickup
RET-000358,OR-000142,PRD-00001,Incorrect item shipped,09-01-2023,Pending,0,Store_Drop
RET-000359,OR-072237,PRD-00038,Better price found elsewhere,17-01-2023,Approved,8278.17,Courier
RET-000360,OR-084111,PRD-00001,Damaged item,13-01-2023,Rejected,0,Pickup
RET-000361,OR-094483,PRD-00025,Better price found elsewhere,11-01-2023,Refunded,3250.44,Store_Drop
RET-000362,OR-104461,PRD-00007,Incorrect item shipped,15-01-2023,Pending,0,Store_Drop
RET-000363,OR-107526,PRD-00001,Received wrong quantity,18-01-2023,Rejected,0,Courier
RET-000364,OR-017394,PRD-00223,Item not as described,20-01-2023,Refunded,1133.85,Courier
RET-000365,OR-093875,PRD-00029,Product no longer wanted,08-01-2023,Rejected,0,Courier
RET-000366,OR-044447,PRD-00362,Better price found elsewhere,19-01-2023,Rejected,0,Courier
RET-000367,OR-012051,PRD-00060,Changed mind,20-01-2023,Rejected,0,Courier
RET-000368,OR-023537,PRD-00006,Received wrong quantity,06-01-2023,Rejected,0,Courier
RET-000369,OR-049804,PRD-00003,Delayed delivery,18-01-2023,Refunded,2194.51,Store_Drop
RET-000370,OR-026328,PRD-00005,Changed mind,11-01-2023,Rejected,0,Store_Drop
RET-000371,OR-042818,PRD-00019,Delayed delivery,04-01-2023,Refunded,1112.45,Store_Drop
RET-000372,OR-010431,PRD-00001,Item not as described,11-01-2023,Refunded,11937.04,Courier
RET-000373,OR-106945,PRD-00009,Damaged item,04-01-2023,Approved,11204.5,Pickup
RET-000374,OR-114965,PRD-00133,Incorrect item shipped,08-01-2023,Approved,480.02,Store_Drop
RET-000375,OR-009574,PRD-00031,Product no longer wanted,19-01-2023,Refunded,7576.5,Courier
RET-000376,OR-048076,PRD-00028,No longer needed,12-01-2023,Approved,10102.08,Store_Drop
RET-000377,OR-015968,PRD-00090,Product no longer wanted,07-01-2023,Rejected,0,Courier
RET-000378,OR-078157,PRD-00328,Changed mind,13-01-2023,Approved,166.85,Store_Drop
RET-000379,OR-101685,PRD-00149,No longer needed,06-01-2023,Approved,4232.43,Store_Drop
RET-000380,OR-005902,PRD-00001,Damaged item,21-01-2023,Approved,7767.48,Store_Drop
RET-000381,OR-112288,PRD-00323,Received wrong quantity,08-01-2023,Approved,700.93,Store_Drop
RET-000382,OR-069715,PRD-00001,Delayed delivery,11-01-2023,Refunded,5290.53,Pickup
RET-000383,OR-098533,PRD-00002,Poor customer service,20-01-2023,Approved,1278.31,Store_Drop
RET-000384,OR-029789,PRD-00095,Changed mind,20-01-2023,Rejected,0,Store_Drop
RET-000385,OR-118781,PRD-00026,Item not as described,16-01-2023,Rejected,0,Store_Drop
RET-000386,OR-051894,PRD-00001,Poor customer service,16-01-2023,Approved,3416.98,Courier
RET-000387,OR-106248,PRD-00001,Delayed delivery,06-01-2023,Approved,3272.95,Pickup
RET-000388,OR-031425,PRD-00001,Item not as described,14-01-2023,Approved,1009.86,Store_Drop
RET-000389,OR-073545,PRD-00001,Incorrect item shipped,09-01-2023,Rejected,0,Pickup
RET-000390,OR-070175,PRD-00007,Poor customer service,19-01-2023,Pending,0,Courier
RET-000391,OR-077327,PRD-00005,Item not as described,06-01-2023,Pending,0,Store_Drop
RET-000392,OR-033405,PRD-00002,Incorrect item shipped,13-01-2023,Approved,1003.77,Courier
RET-000393,OR-084467,PRD-00022,Product no longer wanted,14-01-2023,Approved,6426.91,Store_Drop
RET-000394,OR-007459,PRD-00097,Received wrong quantity,12-01-2023,Approved,11496.73,Courier
RET-000395,OR-077825,PRD-00476,Incorrect item shipped,15-01-2023,Rejected,0,Courier
RET-000396,OR-001175,PRD-00002,Changed mind,14-01-2023,Approved,1931.46,Courier
RET-000397,OR-074919,PRD-00003,Damaged item,16-01-2023,Pending,0,Store_Drop
RET-000398,OR-089449,PRD-00002,Better price found elsewhere,14-01-2023,Approved,6206.34,Store_Drop
RET-000399,OR-001485,PRD-00006,No longer needed,20-01-2023,Approved,9713.2,Pickup
RET-000400,OR-066504,PRD-00003,Incorrect item shipped,06-01-2023,Refunded,7428.21,Courier
RET-000401,OR-011600,PRD-00001,Delayed delivery,14-01-2023,Approved,1420.79,Pickup
RET-000402,OR-063031,PRD-00066,Better price found elsewhere,13-01-2023,Refunded,9357.23,Store_Drop
RET-000403,OR-021878,PRD-00061,Delayed delivery,18-01-2023,Approved,7149.24,Pickup
RET-000404,OR-001344,PRD-00004,Item not as described,17-01-2023,Approved,7853.9,Courier
RET-000405,OR-059978,PRD-00052,Received wrong quantity,16-01-2023,Approved,8085.82,Pickup
RET-000406,OR-008153,PRD-00017,No longer needed,09-01-2023,Approved,2141.96,Store_Drop
RET-000407,OR-024465,PRD-00001,Changed mind,05-01-2023,Approved,1273.18,Pickup
RET-000408,OR-090831,PRD-00001,Product no longer wanted,15-01-2023,Refunded,11418.87,Courier
RET-000409,OR-116270,PRD-00001,Damaged item,18-01-2023,Approved,4778.15,Courier
RET-000410,OR-116681,PRD-00010,Incorrect item shipped,20-01-2023,Approved,5077.39,Pickup
RET-000411,OR-000022,PRD-00002,Better price found elsewhere,11-01-2023,Approved,798.0,Courier
RET-000412,OR-009528,PRD-00062,Item not as described,20-01-2023,Refunded,13772.3,Courier
RET-000413,OR-067595,PRD-00003,Damaged item,12-01-2023,Pending,0,Store_Drop
RET-000414,OR-080559,PRD-00435,No longer needed,13-01-2023,Pending,0,Store_Drop
RET-000415,OR-073140,PRD-00147,Delayed delivery,07-01-2023,Approved,4308.28,Store_Drop
RET-000416,OR-118654,PRD-00004,Received wrong quantity,18-01-2023,Approved,9820.9,Courier
RET-000417,OR-050033,PRD-00007,Delayed delivery,06-01-2023,Refunded,6734.97,Courier
RET-000418,OR-036896,PRD-00010,No longer needed,09-01-2023,Rejected,0,Courier
RET-000419,OR-041599,PRD-00002,Changed mind,11-01-2023,Approved,11829.02,Courier
RET-000420,OR-050860,PRD-00223,Incorrect item shipped,19-01-2023,Approved,998.11,Store_Drop
RET-000421,OR-105540,PRD-00010,Incorrect item shipped,18-01-2023,Rejected,0,Store_Drop
RET-000422,OR-078765,PRD-00001,Delayed delivery,06-01-2023,Approved,4056.84,Pickup
RET-000423,OR-083995,PRD-00003,Better price found elsewhere,20-01-2023,Refunded,9345.39,Store_Drop
RET-000424,OR-116573,PRD-00002,Incorrect item shipped,08-01-2023,Approved,7886.89,Store_Drop
RET-000425,OR-055566,PRD-00001,Poor customer service,20-01-2023,Approved,1975.85,Store_Drop
RET-000426,OR-105138,PRD-00036,Item not as described,08-01-2023,Refunded,6282.93,Courier
RET-000427,OR-069290,PRD-00054,Damaged item,20-01-2023,Approved,5118.57,Courier
RET-000428,OR-073471,PRD-00284,Incorrect item shipped,11-01-2023,Approved,5700.65,Store_Drop
RET-000429,OR-050290,PRD-00262,Incorrect item shipped,06-01-2023,Approved,1418.92,Store_Drop
RET-000430,OR-082517,PRD-00410,Damaged item,08-01-2023,Pending,0,Courier
RET-000431,OR-075498,PRD-00059,Incorrect item shipped,21-01-2023,Approved,7936.54,Courier
RET-000432,OR-069829,PRD-00042,Product no longer wanted,09-01-2023,Pending,0,Store_Drop
RET-000433,OR-097939,PRD-00082,Product no longer wanted,05-01-2023,Rejected,0,Courier
RET-000434,OR-043086,PRD-00249,Product no longer wanted,05-01-2023,Pending,0,Store_Drop
RET-000435,OR-046649,PRD-00129,Better price found elsewhere,10-01-2023,Rejected,0,Store_Drop
RET-000436,OR-018535,PRD-00003,Incorrect item shipped,04-01-2023,Refunded,10723.46,Store_Drop
RET-000437,OR-114921,PRD-00009,Poor customer service,13-01-2023,Refunded,3316.1,Pickup
RET-000438,OR-014193,PRD-00005,Product no longer wanted,13-01-2023,Refunded,1339.19,Courier
RET-000439,OR-075823,PRD-00008,Better price found elsewhere,18-01-2023,Refunded,6068.89,Courier
RET-000440,OR-091117,PRD-00264,Product no longer wanted,08-01-2023,Approved,5210.46,Courier
RET-000441,OR-063528,PRD-00005,Changed mind,16-01-2023,Approved,9247.65,Store_Drop
RET-000442,OR-090913,PRD-00012,Delayed delivery,14-01-2023,Approved,5864.43,Courier
RET-000443,OR-111688,PRD-00137,Changed mind,11-01-2023,Approved,755.01,Courier
RET-000444,OR-021546,PRD-00132,Changed mind,17-01-2023,Approved,4824.62,Courier
RET-000445,OR-019916,PRD-00042,Item not as described,14-01-2023,Approved,9275.9,Store_Drop
RET-000446,OR-004243,PRD-00011,Better price found elsewhere,18-01-2023,Refunded,10609.37,Store_Drop
RET-000447,OR-086291,PRD-00122,Item not as described,06-01-2023,Refunded,2675.59,Courier
RET-000448,OR-020314,PRD-00003,Damaged item,15-01-2023,Approved,1081.21,Store_Drop
RET-000449,OR-020044,PRD-00026,Delayed delivery,13-01-2023,Refunded,594.04,Courier
RET-000450,OR-031786,PRD-00018,Better price found elsewhere,08-01-2023,Approved,8866.34,Store_Drop
RET-000451,OR-060827,PRD-00083,Received wrong quantity,05-01-2023,Refunded,1526.44,Store_Drop
RET-000452,OR-038363,PRD-00001,Incorrect item shipped,15-01-2023,Refunded,3818.92,Store_Drop
RET-000453,OR-032021,PRD-00031,Received wrong quantity,21-01-2023,Approved,9991.08,Store_Drop
RET-000454,OR-050300,PRD-00294,Damaged item,07-01-2023,Approved,5857.97,Store_Drop
RET-000455,OR-044958,PRD-00001,Delayed delivery,14-01-2023,Refunded,11297.91,Courier
RET-000456,OR-068857,PRD-00075,No longer needed,20-01-2023,Refunded,7901.11,Courier
RET-000457,OR-021187,PRD-00041,No longer needed,08-01-2023,Pending,0,Courier
RET-000458,OR-056644,PRD-00006,Damaged item,20-01-2023,Refunded,2212.82,Store_Drop
RET-000459,OR-015249,PRD-00042,Product no longer wanted,14-01-2023,Refunded,4163.1,Store_Drop
RET-000460,OR-087390,PRD-00028,No longer needed,13-01-2023,Refunded,4368.29,Store_Drop
RET-000461,OR-054934,PRD-00002,No longer needed,13-01-2023,Refunded,9881.11,Courier
RET-000462,OR-120084,PRD-00099,Better price found elsewhere,07-01-2023,Refunded,9088.57,Pickup
RET-000463,OR-041295,PRD-00300,Incorrect item shipped,19-01-2023,Approved,5812.3,Store_Drop
RET-000464,OR-103315,PRD-00007,Delayed delivery,11-01-2023,Pending,0,Courier
RET-000465,OR-052172,PRD-00106,Product no longer wanted,09-01-2023,Refunded,3256.42,Store_Drop
RET-000466,OR-055220,PRD-00042,Received wrong quantity,08-01-2023,Rejected,0,Pickup
RET-000467,OR-048128,PRD-00010,Changed mind,05-01-2023,Refunded,11404.36,Courier
RET-000468,OR-009709,PRD-00007,Better price found elsewhere,04-01-2023,Refunded,4107.46,Courier
RET-000469,OR-079881,PRD-00002,Delayed delivery,10-01-2023,Refunded,6270.92,Store_Drop
RET-000470,OR-005536,PRD-00046,Delayed delivery,05-01-2023,Pending,0,Courier
RET-000471,OR-070819,PRD-00002,Damaged item,21-01-2023,Approved,11978.41,Store_Drop
RET-000472,OR-097603,PRD-00261,Poor customer service,14-01-2023,Approved,2920.08,Store_Drop
RET-000473,OR-125752,PRD-00142,Incorrect item shipped,21-01-2023,Approved,3476.58,Pickup
RET-000474,OR-121548,PRD-00013,Product no longer wanted,19-01-2023,Approved,11509.38,Courier
RET-000475,OR-066073,PRD-00005,Product no longer wanted,11-01-2023,Approved,9368.5,Pickup
RET-000476,OR-123993,PRD-00008,Better price found elsewhere,19-01-2023,Approved,6017.74,Store_Drop
RET-000477,OR-002374,PRD-00064,No longer needed,12-01-2023,Approved,2530.61,Pickup
RET-000478,OR-002610,PRD-00041,Changed mind,16-01-2023,Refunded,9911.34,Courier
RET-000479,OR-057510,PRD-00008,Better price found elsewhere,05-01-2023,Approved,11486.11,Courier
RET-000480,OR-079717,PRD-00179,Received wrong quantity,18-01-2023,Pending,0,Courier
RET-000481,OR-024426,PRD-00001,Incorrect item shipped,10-01-2023,Approved,10021.44,Courier
RET-000482,OR-123684,PRD-00001,Changed mind,08-01-2023,Approved,7580.29,Store_Drop
RET-000483,OR-106794,PRD-00037,Delayed delivery,11-01-2023,Approved,8203.09,Store_Drop
RET-000484,OR-054807,PRD-00001,Received wrong quantity,11-01-2023,Approved,1652.28,Courier
RET-000485,OR-068611,PRD-00032,Delayed delivery,07-01-2023,Pending,0,Courier
RET-000486,OR-096198,PRD-00016,Incorrect item shipped,21-01-2023,Approved,5179.44,Store_Drop
RET-000487,OR-035523,PRD-00014,Incorrect item shipped,10-01-2023,Rejected,0,Courier
RET-000488,OR-025894,PRD-00002,Delayed delivery,13-01-2023,Pending,0,Courier
RET-000489,OR-014434,PRD-00001,Product no longer wanted,11-01-2023,Refunded,8994.9,Courier
RET-000490,OR-072055,PRD-00020,Poor customer service,17-01-2023,Rejected,0,Courier
RET-000491,OR-037227,PRD-00016,Better price found elsewhere,16-01-2023,Rejected,0,Store_Drop
RET-000492,OR-017085,PRD-00431,Product no longer wanted,13-01-2023,Approved,88.53,Store_Drop
RET-000493,OR-104616,PRD-00001,Changed mind,14-01-2023,Approved,5725.01,Pickup
RET-000494,OR-018768,PRD-00010,Product no longer wanted,08-01-2023,Rejected,0,Store_Drop
RET-000495,OR-021786,PRD-00014,Delayed delivery,12-01-2023,Approved,9801.36,Courier
RET-000496,OR-085539,PRD-00035,Damaged item,18-01-2023,Pending,0,Courier
RET-000497,OR-054938,PRD-00007,No longer needed,09-01-2023,Approved,8971.11,Courier
RET-000498,OR-059992,PRD-00457,Received wrong quantity,09-01-2023,Refunded,7762.86,Store_Drop
RET-000499,OR-091630,PRD-00002,Poor customer service,20-01-2023,Approved,1497.48,Pickup
RET-000500,OR-023000,PRD-00013,Product no longer wanted,09-01-2023,Approved,5990.72,Courier
RET-000501,OR-044469,PRD-00028,Item not as described,12-01-2023,Refunded,3208.49,Courier
RET-000502,OR-055822,PRD-00006,Received wrong quantity,13-01-2023,Refunded,8813.15,Courier
RET-000503,OR-024790,PRD-00146,Incorrect item shipped,15-01-2023,Pending,0,Courier
RET-000504,OR-086657,PRD-00001,Changed mind,07-01-2023,Refunded,4028.27,Store_Drop
RET-000505,OR-027707,PRD-00007,Incorrect item shipped,20-01-2023,Pending,0,Courier
RET-000506,OR-123411,PRD-00008,No longer needed,13-01-2023,Approved,7568.19,Courier
RET-000507,OR-066683,PRD-00092,No longer needed,19-01-2023,Approved,7260.7,Store_Drop
RET-000508,OR-121385,PRD-00001,Received wrong quantity,17-01-2023,Pending,0,Store_Drop
RET-000509,OR-054546,PRD-00001,No longer needed,21-01-2023,Rejected,0,Pickup
RET-000510,OR-048919,PRD-00008,Item not as described,11-01-2023,Pending,0,Store_Drop
RET-000511,OR-108050,PRD-00015,Incorrect item shipped,20-01-2023,Refunded,6573.99,Courier
RET-000512,OR-078104,PRD-00001,Delayed delivery,07-01-2023,Approved,10030.9,Store_Drop
RET-000513,OR-104205,PRD-00009,Item not as described,21-01-2023,Approved,2392.18,Store_Drop
RET-000514,OR-010007,PRD-00049,Better price found elsewhere,07-01-2023,Pending,0,Courier
RET-000515,OR-013183,PRD-00010,Changed mind,06-01-2023,Refunded,5623.05,Courier
RET-000516,OR-031024,PRD-00317,Changed mind,08-01-2023,Refunded,681.59,Store_Drop
RET-000517,OR-115652,PRD-00023,Damaged item,21-01-2023,Refunded,8236.83,Courier
RET-000518,OR-092284,PRD-00029,Poor customer service,04-01-2023,Refunded,3426.26,Courier
RET-000519,OR-065635,PRD-00111,Delayed delivery,06-01-2023,Approved,2291.38,Pickup
